time,Hips.x,Hips.y,Hips.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightLeg.x,RightLeg.y,RightLeg.z,RightFoot.x,RightFoot.y,RightFoot.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftFoot.x,LeftFoot.y,LeftFoot.z
4.696,0,0,0,8.16744,-2.22213,4.05531,4.31126,-41.58952,-9.67186,-2.49782,-79.91585,-25.09347,-8.32186,-0.94902,-4.23516,-11.26995,-40.35668,9.60109,-4.92354,-77.67269,27.49901
4.704,0,0,0,8.17997,-2.17171,4.05737,4.53188,-41.65504,-9.39087,-2.65978,-80.05784,-24.44419,-8.31355,-1.00025,-4.2397,-10.92059,-40.54481,9.27059,-4.41511,-77.3913,28.06187
4.712,0,0,0,8.18239,-2.12294,4.07825,4.474,-41.60886,-9.34585,-3.03936,-80.12628,-23.94224,-8.2998,-1.05,-4.25459,-10.52584,-40.75949,8.83349,-3.7068,-77.03339,28.6022
4.72,0,0,0,8.17642,-2.08374,4.11032,4.16827,-41.53215,-9.33791,-3.55979,-80.18128,-23.46655,-8.28279,-1.09007,-4.2776,-10.07597,-40.98513,8.30277,-2.83309,-76.60444,29.08504
4.728,0,0,0,8.16627,-2.05959,4.14254,3.77466,-41.42271,-9.43521,-4.1018,-80.19588,-23.13556,-8.26634,-1.11479,-4.30296,-9.58331,-41.20818,7.69215,-2.06458,-76.25942,29.32491
4.736,0,0,0,8.1572,-2.04281,4.16865,3.38138,-41.30777,-9.56277,-4.63068,-80.24681,-22.70258,-8.25388,-1.13199,-4.32233,-9.04444,-41.43445,6.9995,-1.31914,-75.95238,29.40327
4.744,0,0,0,8.15186,-2.02922,4.1857,3.06306,-41.19727,-9.70907,-5.07059,-80.30465,-22.26108,-8.24695,-1.14601,-4.33186,-8.48452,-41.65986,6.23549,-0.57047,-75.65207,29.36543
4.752,0,0,0,8.15195,-2.01683,4.19149,2.84768,-41.17847,-9.64062,-5.29032,-80.4723,-21.59324,-8.24567,-1.15873,-4.33093,-7.93452,-41.88866,5.36819,0.05768,-75.38205,29.18865
4.76,0,0,0,8.15674,-2.00773,4.18657,2.72909,-41.19655,-9.52013,-5.43102,-80.65835,-20.89011,-8.24884,-1.16804,-4.32238,-7.38811,-42.10693,4.41624,0.59906,-75.14419,28.86704
4.768,0,0,0,8.16714,-1.99718,4.17129,2.70994,-41.28591,-9.23434,-5.49356,-80.8978,-20.03702,-8.25616,-1.17874,-4.30547,-6.80578,-42.29293,3.48016,1.14528,-74.89799,28.5159
4.776,0,0,0,8.18017,-1.98425,4.15189,2.64872,-41.36926,-8.93706,-5.63849,-81.1069,-19.20055,-8.26546,-1.19185,-4.28394,-6.16342,-42.42774,2.66442,1.75011,-74.64664,28.20685
4.784,0,0,0,8.19644,-1.9676,4.12765,2.53677,-41.39959,-8.76354,-5.83413,-81.24964,-18.51024,-8.2763,-1.20872,-4.25823,-5.51109,-42.52187,1.96059,2.43339,-74.41781,27.89572
4.792,0,0,0,8.21447,-1.94982,4.10016,2.39749,-41.721,-7.62644,-6.06503,-81.66577,-16.89454,-8.28807,-1.22667,-4.23011,-4.85442,-42.57556,1.38917,3.15751,-74.17878,27.65973
4.8,0,0,0,8.23471,-1.92819,4.06967,2.14147,-41.79424,-7.18501,-6.41532,-81.82255,-15.99478,-8.29996,-1.24844,-4.20032,-4.1655,-42.60084,0.89701,3.96621,-73.90267,27.48963
4.808,0,0,0,8.25649,-1.90228,4.03762,1.87259,-41.86809,-6.68976,-6.7934,-81.9683,-15.05457,-8.31165,-1.27453,-4.16924,-3.51222,-42.62059,0.36564,4.78561,-73.60841,27.27285
4.816,0,0,0,8.27808,-1.873,4.00699,1.68473,-41.89986,-6.36002,-7.0934,-82.05838,-14.31835,-8.32166,-1.30393,-4.1401,-2.87177,-42.629,-0.18612,5.61404,-73.31247,27.0097
4.824,0,0,0,8.29788,-1.84505,3.97891,1.59668,-41.93209,-6.0819,-7.26505,-82.14169,-13.68159,-8.32943,-1.33187,-4.11549,-2.23413,-42.61984,-0.76173,6.42,-73.02886,26.68813
4.832,0,0,0,8.31533,-1.81953,3.95415,1.5433,-41.94734,-5.89448,-7.37675,-82.20467,-13.1661,-8.33445,-1.35721,-4.09701,-1.54502,-42.58,-1.32532,7.21333,-72.77896,26.32266
4.84,0,0,0,8.32792,-1.80096,3.9361,1.47223,-41.96786,-5.69286,-7.51032,-82.26567,-12.65686,-8.33608,-1.37541,-4.08762,-0.81609,-42.50588,-1.88964,7.98581,-72.60822,25.84973
4.848,0,0,0,8.33431,-1.78874,3.92814,1.39777,-41.99972,-5.4558,-7.65233,-82.33215,-12.12574,-8.33333,-1.38717,-4.08925,-0.09552,-42.40647,-2.46049,8.72333,-72.51908,25.26234
4.856,0,0,0,8.33535,-1.78063,3.92963,1.31416,-42.04267,-5.16806,-7.80224,-82.407,-11.54841,-8.32749,-1.39488,-4.09851,0.61704,-42.28442,-3.03191,9.45925,-72.47034,24.60361
4.864,0,0,0,8.33222,-1.77715,3.9378,1.22804,-42.09559,-4.8401,-7.94342,-82.49076,-10.94017,-8.32019,-1.39803,-4.11226,1.33446,-42.13655,-3.60469,10.18335,-72.44423,23.8951
4.872,0,0,0,8.32643,-1.77837,3.9495,1.13,-42.14997,-4.50285,-8.0812,-82.57771,-10.32077,-8.31247,-1.39656,-4.12831,2.03131,-41.96875,-4.15329,10.84374,-72.45404,23.16126
4.88,0,0,0,8.31961,-1.78397,3.96134,1.03738,-42.20415,-4.17958,-8.18086,-82.67088,-9.70816,-8.30552,-1.39074,-4.14424,2.71321,-41.78157,-4.65904,11.46803,-72.5027,22.40869
4.888,0,0,0,8.31167,-1.79369,3.97359,0.96413,-42.26312,-3.85814,-8.24274,-82.7718,-9.09044,-8.29915,-1.38079,-4.16031,3.38826,-41.57504,-5.12142,12.00695,-72.6698,21.56061
4.896,0,0,0,8.30408,-1.80539,3.98415,0.87744,-42.31671,-3.55076,-8.30131,-82.86787,-8.4955,-8.29405,-1.3689,-4.17439,4.07759,-41.34556,-5.55503,12.58364,-72.8473,20.68205
4.904,0,0,0,8.29667,-1.81733,3.99414,0.77407,-42.36518,-3.24322,-8.37843,-82.9544,-7.91702,-8.28963,-1.35679,-4.18709,4.7474,-41.10513,-5.97662,13.10504,-73.07864,19.73215
4.912,0,0,0,8.29053,-1.82663,4.00264,0.64956,-42.40011,-2.96195,-8.47429,-83.02393,-7.38426,-8.28597,-1.34739,-4.19736,5.39033,-40.86093,-6.37349,13.56555,-73.36832,18.717
4.92,0,0,0,8.28501,-1.83375,4.01081,0.49693,-42.4262,-2.67468,-8.59598,-83.08157,-6.86479,-8.28266,-1.34023,-4.20618,6.00086,-40.61633,-6.74907,13.96885,-73.69953,17.64581
4.928,0,0,0,8.28072,-1.83723,4.01808,0.33994,-42.43979,-2.42183,-8.72681,-83.12218,-6.4011,-8.27966,-1.33677,-4.21317,6.57421,-40.3751,-7.12329,14.5422,-73.45829,17.27159
4.936,0,0,0,8.27631,-1.83952,4.02611,0.16032,-42.44381,-2.18028,-8.89172,-83.14997,-5.94404,-8.27617,-1.33452,-4.22074,7.11592,-40.13454,-7.49775,15.08392,-73.21772,16.89715
4.944,0,0,0,8.27253,-1.83913,4.03403,-0.01665,-42.43991,-1.9629,-9.0632,-83.16982,-5.47445,-8.272,-1.3349,-4.22881,7.62342,-39.90022,-7.8549,15.59141,-72.98341,16.53999
4.952,0,0,0,8.26814,-1.83768,4.04369,-0.1643,-42.44293,-1.71866,-9.21888,-83.19533,-4.93627,-8.26682,-1.33634,-4.23844,8.10865,-39.66939,-8.17783,16.07664,-72.75258,16.21706
4.96,0,0,0,8.26339,-1.83476,4.05471,-0.28469,-42.44634,-1.48843,-9.35695,-83.2198,-4.37218,-8.26086,-1.33929,-4.24913,8.57804,-39.44358,-8.44572,16.31871,-73.12905,15.18621
4.968,0,0,0,8.25779,-1.83214,4.06727,-0.39291,-42.45401,-1.23611,-9.50202,-83.2426,-3.76829,-8.25403,-1.34192,-4.26156,8.9916,-39.23699,-8.69429,16.51506,-73.54209,14.10163
4.976,0,0,0,8.25168,-1.82879,4.08116,-0.48462,-42.46199,-0.99002,-9.62272,-83.26504,-3.15879,-8.24611,-1.34525,-4.27581,8.99951,-39.24031,-8.70854,15.19197,-76.8503,8.61887
4.984,0,0,0,8.24517,-1.82633,4.09538,-0.59467,-42.46715,-0.72935,-9.74959,-83.28413,-2.53428,-8.23796,-1.34765,-4.29075,9.00766,-39.24272,-8.72348,14.90104,-77.47206,7.30407
4.992,0,0,0,8.23884,-1.82388,4.10921,-0.70212,-42.47183,-0.46247,-9.85705,-83.28882,-2.26739,-8.2292,-1.34995,-4.30679,9.38566,-39.04764,-8.96487,14.97231,-77.87384,5.67797
5,0,0,0,8.23275,-1.8226,4.12196,-0.80537,-42.47878,-0.17734,-9.9603,-83.29577,-1.98226,-8.22076,-1.35105,-4.32254,9.72012,-38.86866,-9.18573,14.98176,-78.2613,3.99122
5.008,0,0,0,8.22738,-1.82098,4.13337,-0.9055,-42.48465,0.11422,-10.06848,-83.31418,-1.32993,-8.21261,-1.35242,-4.3376,10.57696,-38.39773,-9.60017,15.52998,-78.30501,2.06057
5.016,0,0,0,8.22252,-1.81924,4.1438,-1.01037,-42.48877,0.42358,-10.18261,-83.3271,-0.6708,-8.20492,-1.35391,-4.35164,10.82742,-38.26353,-9.69453,15.48165,-78.63065,0.40157
5.024,0,0,0,8.21887,-1.81579,4.15253,-1.12321,-42.48728,0.73898,-10.33277,-83.33186,0.70604,-8.1978,-1.35709,-4.36407,11.03827,-38.14809,-9.79483,15.38619,-78.91158,-1.27835
5.032,0,0,0,8.21607,-1.81193,4.15977,-1.24744,-42.48106,1.06766,-10.46421,-83.32264,1.40433,-8.19122,-1.36065,-4.3753,11.23498,-38.04608,-9.84331,15.28871,-79.1471,-2.96069
5.04,0,0,0,8.21454,-1.806,4.16537,-1.37707,-42.46873,1.40133,-10.60066,-83.30395,2.11365,-8.18455,-1.36619,-4.38603,11.42252,-37.9579,-9.83636,15.17718,-79.33416,-4.63975
5.048,0,0,0,8.21341,-1.79794,4.17108,-1.5151,-42.44987,1.74753,-10.74814,-83.27443,2.8445,-8.17745,-1.37382,-4.39688,11.59982,-37.88497,-9.77207,15.03772,-79.46869,-6.29759
5.056,0,0,0,8.21288,-1.78872,4.17608,-1.64416,-42.4291,2.10368,-10.87757,-83.24079,3.60252,-8.1702,-1.38255,-4.40762,11.77405,-37.82069,-9.65986,14.88581,-79.53846,-7.91584
5.064,0,0,0,8.21291,-1.77781,4.18067,-1.77379,-42.40326,2.46737,-11.01444,-83.19668,4.36576,-8.16284,-1.39293,-4.41796,11.87458,-37.79722,-9.5488,14.64242,-79.57564,-9.56177
5.072,0,0,0,8.2129,-1.76599,4.18572,-1.90642,-42.37185,2.82186,-11.13665,-83.14693,5.1225,-8.15529,-1.40423,-4.42831,11.94889,-37.79362,-9.40136,14.34882,-79.55645,-11.19121
5.08,0,0,0,8.21306,-1.75348,4.19064,-2.04141,-42.33545,3.1675,-11.26397,-83.088,5.86387,-8.14772,-1.41618,-4.43844,11.98281,-37.8169,-9.21818,13.97115,-79.48591,-12.80113
5.088,0,0,0,8.21373,-1.73803,4.19576,-2.16906,-42.29461,3.51893,-11.37773,-83.02242,6.60811,-8.13977,-1.43107,-4.44823,11.9862,-37.86599,-8.98016,13.54058,-79.36084,-14.35217
5.096,0,0,0,8.21379,-1.72058,4.20285,-2.29122,-42.24986,3.8572,-11.47852,-82.95094,7.33741,-8.131,-1.44802,-4.45878,11.94486,-37.94532,-8.70186,13.05421,-79.18527,-15.8526
5.104,0,0,0,8.21378,-1.72058,4.20285,-2.40578,-42.22146,4.18464,-11.56898,-82.89296,8.05272,-8.131,-1.44801,-4.45878,11.84394,-38.03547,-8.39032,12.5114,-78.94354,-17.28868
5.112,0,0,0,8.21379,-1.72059,4.20285,-2.51077,-42.19263,4.51034,-11.64861,-82.83181,8.75929,-8.13099,-1.44802,-4.45878,11.6761,-38.16117,-8.05334,11.8972,-78.66711,-18.65128
5.12,0,0,0,8.21252,-1.70157,4.21305,-2.60722,-42.14481,4.82564,-11.72132,-82.74872,9.44651,-8.1208,-1.46659,-4.47128,11.45788,-38.33646,-7.69385,11.27984,-78.38487,-19.90821
5.128,0,0,0,8.21041,-1.68144,4.22523,-2.68344,-42.09895,5.14468,-11.77223,-82.66502,10.13317,-8.10936,-1.48628,-4.48552,11.16764,-38.54609,-7.32524,10.65471,-78.09718,-21.05641
5.136,0,0,0,8.19504,-1.61565,4.28037,-2.75423,-42.00983,5.5137,-11.81002,-82.53658,10.86831,-8.06487,-1.55077,-4.54351,10.84782,-38.82459,-7.00706,10.06331,-77.87142,-22.101
5.144,0,0,0,8.18775,-1.59337,4.30263,-2.84098,-41.95496,5.85368,-11.85798,-82.43988,11.57752,-8.04724,-1.5725,-4.56726,10.43528,-39.08195,-6.69667,9.38518,-77.62925,-23.00924
5.152,0,0,0,8.18059,-1.57284,4.32375,-2.90796,-41.90524,6.17805,-11.88291,-82.34338,12.28574,-8.02928,-1.59222,-4.59195,9.97597,-39.34719,-6.45473,8.7488,-77.42302,-23.82777
5.16,0,0,0,8.17422,-1.55218,4.34321,-2.96232,-41.85622,6.50148,-11.89834,-82.24084,13.00743,-8.01173,-1.61197,-4.61565,9.50711,-39.60496,-6.26477,8.2112,-77.23837,-24.5717
5.168,0,0,0,8.16955,-1.52876,4.36026,-3.00266,-41.80735,6.79214,-11.89165,-82.13361,13.71135,-7.9957,-1.63454,-4.63548,9.08102,-39.83681,-6.07379,7.81372,-77.08118,-25.16168
5.176,0,0,0,8.16559,-1.50387,4.3763,-3.03596,-41.75647,7.08751,-11.87505,-82.01826,14.43294,-7.98226,-1.65902,-4.64992,8.7347,-40.02694,-5.89196,7.54014,-77.00164,-25.50169
5.184,0,0,0,8.16386,-1.47642,4.38888,-3.05979,-41.70345,7.3743,-11.84165,-81.89397,15.16518,-7.9736,-1.68672,-4.6548,8.5294,-40.1532,-5.69294,7.41892,-77.02768,-25.49538
5.192,0,0,0,8.16353,-1.44745,4.39912,-3.08517,-41.64601,7.66094,-11.80096,-81.75932,15.91044,-7.97086,-1.7169,-4.64847,8.4682,-40.21577,-5.48022,7.48129,-77.13173,-25.21179
5.2,0,0,0,8.1645,-1.42013,4.40622,-3.10734,-41.5909,7.92069,-11.74355,-81.61909,16.65322,-7.97279,-1.74588,-4.63433,8.55402,-40.21067,-5.28337,7.77503,-77.24703,-24.79741
5.208,0,0,0,8.16359,-1.40082,4.41408,-3.10699,-41.55077,8.16276,-11.66727,-81.48074,17.40483,-7.97567,-1.76683,-4.62143,8.68395,-40.17459,-5.25234,8.19128,-77.36598,-24.47875
5.216,0,0,0,8.15908,-1.39613,4.42389,-3.10685,-41.52939,8.36061,-11.59088,-81.34787,18.13847,-7.97578,-1.77257,-4.61904,8.82222,-40.11696,-5.41365,8.63746,-77.48623,-24.29752
5.224,0,0,0,8.1538,-1.40751,4.43002,-3.13938,-41.51687,8.52885,-11.55608,-81.20688,18.87095,-7.97422,-1.76135,-4.62602,8.92721,-40.05694,-5.56748,9.01302,-77.62968,-24.04393
5.232,0,0,0,8.15195,-1.42694,4.42721,-3.18993,-41.50878,8.65863,-11.54151,-81.05126,19.60122,-7.97402,-1.74134,-4.63393,9.01289,-39.9991,-5.57524,9.33518,-77.79305,-23.59218
5.24,0,0,0,8.15417,-1.45241,4.41481,-3.25354,-41.50247,8.76837,-11.54418,-80.86189,20.39584,-7.97644,-1.71465,-4.63972,9.08197,-39.94465,-5.39771,9.60962,-77.96123,-22.93506
5.248,0,0,0,8.15992,-1.48341,4.39383,-3.24779,-41.53348,8.74739,-11.48086,-80.68834,21.08472,-7.98096,-1.68167,-4.64402,9.12792,-39.89505,-4.99126,9.85607,-78.10364,-22.09887
5.256,0,0,0,8.16774,-1.51549,4.36829,-3.23997,-41.56556,8.72184,-11.40816,-80.50153,21.77435,-7.98668,-1.64712,-4.64655,9.03052,-39.90247,-4.44656,9.93298,-78.26758,-21.19172
5.264,0,0,0,8.17177,-1.54978,4.34867,-3.23594,-41.59984,8.70224,-11.3462,-80.2984,22.47693,-7.98957,-1.61022,-4.65451,8.74572,-39.9813,-3.82551,9.74101,-78.44388,-20.34024
5.272,0,0,0,8.1717,-1.58685,4.33542,-3.23601,-41.63692,8.68898,-11.28977,-80.07867,23.19641,-7.99309,-1.57131,-4.66178,8.24523,-40.1353,-3.16774,9.37485,-78.71941,-19.3877
5.28,0,0,0,8.16634,-1.62926,4.32979,-3.29716,-41.65351,8.77329,-11.26874,-79.81448,24.04715,-7.99971,-1.52868,-4.66459,7.51622,-40.36141,-2.57371,8.85457,-79.10009,-18.4047
5.288,0,0,0,8.15327,-1.68023,4.33492,-3.29974,-41.69884,8.85561,-11.19141,-79.53946,24.94617,-8.00634,-1.47872,-4.66932,6.6597,-40.61588,-2.162,8.21491,-79.52783,-17.5418
5.296,0,0,0,8.15327,-1.68023,4.33492,-2.73135,-41.89832,8.47347,-10.55424,-79.36855,25.44053,-8.00634,-1.47872,-4.66932,5.90665,-40.88044,-2.01792,7.70733,-79.94092,-16.989
5.304,0,0,0,8.15327,-1.68024,4.33492,-2.52054,-41.98302,8.18872,-10.34155,-79.00642,26.11069,-8.00634,-1.47872,-4.66932,5.31651,-41.09645,-2.21295,7.39704,-80.26899,-16.85129
5.312,0,0,0,8.13042,-1.74563,4.35199,-2.26211,-42.15591,7.83068,-10.15083,-78.64174,26.7951,-8.0116,-1.41518,-4.67997,4.87163,-41.19876,-2.58568,7.22153,-80.46389,-16.93225
5.32,0,0,0,8.10388,-1.82121,4.37045,-1.91863,-42.36215,7.38344,-9.879,-78.28117,27.37228,-8.01827,-1.34151,-4.69024,4.59445,-41.2207,-2.77542,7.16325,-80.56695,-16.85986
5.328,0,0,0,8.05638,-2.00763,4.37661,-1.48637,-42.70172,6.83095,-9.48975,-78.08536,27.73648,-8.05268,-1.15785,-4.6802,4.43758,-41.06999,-2.65261,7.19043,-80.48881,-16.49729
5.336,0,0,0,8.0521,-2.03622,4.37128,-0.89904,-42.89759,6.19401,-8.88963,-77.75665,27.96769,-8.06466,-1.13002,-4.66635,4.38013,-41.04262,-2.3841,7.27848,-80.54978,-15.94436
5.344,0,0,0,8.04931,-2.045,4.37233,-0.25334,-43.06854,5.48253,-8.18298,-77.38861,28.11769,-8.07298,-1.12244,-4.65378,4.35966,-41.02231,-2.09906,7.38001,-80.64196,-15.29972
5.352,0,0,0,8.04423,-2.03812,4.38488,0.4083,-43.20467,4.70857,-7.41903,-77.01532,28.13228,-8.077,-1.13107,-4.6447,4.34127,-41.01823,-1.8343,7.48403,-80.76903,-14.6051
5.36,0,0,0,8.0358,-2.02289,4.40732,1.09374,-43.30959,3.84767,-6.56885,-76.6802,27.94713,-8.0764,-1.1482,-4.64153,4.29348,-41.0341,-1.60869,7.56004,-80.9276,-13.89424
5.368,0,0,0,8.0233,-2.00772,4.43693,1.71886,-43.37223,2.91105,-5.71162,-76.40043,27.54887,-8.07166,-1.16507,-4.64559,4.17529,-41.07506,-1.43589,7.54339,-81.11304,-13.21352
5.376,0,0,0,8.00806,-1.99615,4.46955,2.24556,-43.38838,1.90564,-4.96678,-76.14965,26.96114,-8.06416,-1.17792,-4.65537,3.99511,-41.13065,-1.27147,7.47661,-81.30254,-12.54955
5.384,0,0,0,7.99058,-1.99169,4.5027,2.63454,-43.3597,0.88366,-4.42571,-75.94203,26.2143,-8.05511,-1.18326,-4.66967,3.75064,-41.19568,-1.10208,7.36389,-81.48473,-11.91102
5.392,0,0,0,7.97253,-1.99565,4.53285,2.94518,-43.29768,-0.15382,-3.98899,-75.74855,25.3796,-8.04579,-1.17978,-4.68658,3.43635,-41.2688,-0.92781,7.18737,-81.64915,-11.34193
5.4,0,0,0,7.95319,-2.00752,4.5615,3.24165,-43.22082,-1.12725,-3.67806,-75.48227,24.64898,-8.03579,-1.16809,-4.70662,3.04356,-41.35592,-0.79724,6.92123,-81.81512,-10.85279
5.408,0,0,0,7.93423,-2.02691,4.58586,3.60033,-43.14043,-2.04688,-3.44024,-75.09761,24.07334,-8.02567,-1.14856,-4.72864,2.61114,-41.44769,-0.73671,6.59723,-81.9795,-10.45167
5.416,0,0,0,7.91503,-2.05381,4.60704,4.018,-43.05991,-2.90364,-3.20804,-74.62433,23.64006,-8.01481,-1.12124,-4.75355,2.18271,-41.52636,-0.68746,6.26603,-82.12969,-10.05729
5.424,0,0,0,7.90103,-2.07694,4.62067,4.48979,-42.96306,-3.73313,-2.83852,-74.18427,23.18581,-8.00618,-1.09765,-4.77356,1.82203,-41.57772,-0.54664,5.99819,-82.25121,-9.5646
5.432,0,0,0,7.88168,-2.1106,4.63845,5.00046,-42.86313,-4.52816,-2.33267,-73.89058,22.61256,-7.99354,-1.06319,-4.80244,1.5381,-41.58206,-0.27854,5.7794,-82.33002,-8.92219
5.44,0,0,0,7.86392,-2.14475,4.65289,5.4877,-42.7359,-5.33758,-1.79304,-73.71565,21.87166,-7.98053,-1.02808,-4.83163,1.26648,-41.57615,0.0102,5.54864,-82.39876,-8.25266
5.448,0,0,0,7.84745,-2.17681,4.66578,5.94548,-42.58593,-6.13154,-1.27316,-73.64188,21.00729,-7.96699,-0.99495,-4.86084,1.02718,-41.55074,0.37649,5.35153,-82.44517,-7.50023
5.456,0,0,0,7.83394,-2.20013,4.67754,6.37601,-42.39694,-6.94949,-0.77473,-73.59966,20.03855,-7.95436,-0.97073,-4.88637,1.03981,-41.52652,0.35097,5.41007,-82.4883,-7.14107
5.464,0,0,0,7.82308,-2.21045,4.69084,6.75634,-42.17189,-7.76077,-0.35264,-73.62121,18.95064,-7.94292,-0.95993,-4.90705,1.05126,-41.51572,0.33028,5.47466,-82.54061,-6.77525
5.472,0,0,0,7.82308,-2.21045,4.69084,7.13778,-41.93247,-8.52991,0.05375,-73.73904,17.76183,-7.94292,-0.95992,-4.90705,0.85351,-41.49232,0.82397,5.33331,-82.57537,-5.89997
5.48,0,0,0,7.82308,-2.21045,4.69084,7.46192,-41.68289,-9.26956,0.39378,-73.9421,16.46917,-7.94292,-0.95992,-4.90705,0.6551,-41.45903,1.33739,5.18394,-82.59526,-5.01852
5.488,0,0,0,7.81459,-2.20882,4.70573,7.74984,-41.4082,-10.00825,0.68171,-73.6674,15.73047,-7.93288,-0.96154,-4.92295,-0.18178,-41.4302,2.51378,4.38775,-82.61494,-3.48901
5.496,0,0,0,7.80725,-2.1997,4.72216,8.0355,-41.15605,-10.62212,0.96736,-73.41525,15.11661,-7.92305,-0.97094,-4.93691,-0.50298,-41.43872,2.83472,4.10645,-82.66599,-2.83642
5.504,0,0,0,7.79199,-2.14569,4.77195,8.26332,-40.59622,-11.79402,1.19518,-72.85543,13.9447,-7.89556,-1.02647,-4.96962,-0.82988,-41.49962,3.09866,3.81345,-82.76517,-2.25773
5.512,0,0,0,7.78704,-2.12549,4.78903,8.55106,-40.3667,-12.24398,1.48292,-72.62591,13.49475,-7.88693,-1.04725,-4.97898,-1.20955,-41.53164,3.35909,3.46697,-82.83292,-1.68392
5.52,0,0,0,7.78159,-2.10704,4.80604,8.83393,-40.07951,-12.8031,1.77753,-72.85287,12.28098,-7.87862,-1.06626,-4.98808,-1.59978,-41.56269,3.59752,3.11203,-82.89464,-1.15281
5.528,0,0,0,7.77522,-2.09256,4.82263,9.0482,-39.7892,-13.35538,2.00441,-73.13776,10.96242,-7.87075,-1.0812,-4.99729,-1.97329,-41.58834,3.80548,2.77413,-82.95058,-0.63572
5.536,0,0,0,7.7693,-2.08256,4.83647,9.25857,-39.53299,-13.8275,2.33183,-76.16593,5.22887,-7.86469,-1.09156,-5.00458,-2.43971,-41.60749,4.05776,2.34128,-82.99946,-0.05853
5.544,0,0,0,7.76333,-2.07773,4.84813,9.44232,-39.29796,-14.25507,2.55061,-76.59571,3.4785,-7.85996,-1.09663,-5.01089,-2.78114,-41.60828,4.2686,2.03477,-83.0281,0.48674
5.552,0,0,0,7.75824,-2.07446,4.85767,9.57166,-39.07141,-14.66243,2.735,-77.00508,1.68973,-7.85684,-1.10011,-5.01502,-3.08943,-41.59802,4.48699,1.76597,-83.04364,1.05441
5.56,0,0,0,7.75314,-2.07339,4.86627,9.6778,-38.86582,-15.02619,2.91167,-77.4026,-0.11871,-7.85507,-1.10138,-5.0175,-3.3476,-41.56647,4.74754,1.54914,-83.03579,1.67936
5.568,0,0,0,7.7488,-2.07268,4.87348,9.77271,-38.68609,-15.33687,3.09833,-77.78815,-1.93618,-7.85443,-1.10227,-5.01832,-3.58004,-41.52524,5.02208,1.36242,-83.01502,2.32624
5.576,0,0,0,7.74617,-2.07133,4.87822,9.84577,-38.53402,-15.5952,3.26985,-78.14858,-3.74019,-7.85561,-1.10379,-5.01615,-3.80295,-41.48438,5.28343,1.18282,-82.99192,2.96767
5.584,0,0,0,7.74488,-2.06857,4.88144,9.87652,-38.39881,-15.82282,3.41039,-78.46546,-5.52963,-7.85803,-1.10674,-5.01169,-4.02941,-41.44367,5.54154,1.0041,-82.96503,3.60848
5.592,0,0,0,7.7446,-2.06482,4.88349,9.88066,-38.27946,-16.02186,3.50151,-78.73886,-7.3362,-7.86133,-1.11069,-5.00563,-4.29604,-41.42478,5.72563,0.7782,-82.957,4.16894
5.6,0,0,0,7.74631,-2.06025,4.88269,9.89555,-38.19497,-16.15916,3.58386,-78.98827,-9.14728,-7.86588,-1.11542,-4.99743,-4.56169,-41.41088,5.88629,0.55297,-82.95062,4.70852
5.608,0,0,0,7.74913,-2.05627,4.8799,9.89664,-38.12617,-16.27306,3.6363,-79.18859,-11.00215,-7.87169,-1.11956,-4.98735,-4.82238,-41.38755,6.07103,0.32454,-82.93201,5.25641
5.616,0,0,0,7.75486,-2.05088,4.87305,9.8869,-38.07937,-16.35192,3.67909,-79.34044,-12.87574,-7.8793,-1.12508,-4.97407,-5.08909,-41.3589,6.27545,0.08774,-82.90514,5.82054
5.624,0,0,0,7.76106,-2.04763,4.86452,9.85986,-38.04253,-16.42066,3.71037,-79.42534,-14.76428,-7.88817,-1.12841,-4.95925,-5.37285,-41.32864,6.47366,-0.16906,-82.87386,6.36514
5.632,0,0,0,7.76941,-2.04507,4.85227,9.81368,-38.02074,-16.4707,3.74768,-79.4486,-16.65189,-7.89857,-1.13105,-4.94205,-5.68164,-41.29705,6.6715,-0.45476,-82.83889,6.89876
5.64,0,0,0,7.77837,-2.04667,4.83721,9.74116,-38.01529,-16.50529,3.77929,-79.40823,-18.5492,-7.91031,-1.12942,-4.92363,-5.99826,-41.2571,6.87513,-0.75999,-82.79439,7.43244
5.648,0,0,0,7.78905,-2.0508,4.81826,9.63131,-38.03598,-16.50707,3.79834,-79.31168,-20.4301,-7.92357,-1.12522,-4.90321,-6.30528,-41.20764,7.0917,-1.067,-82.74493,7.64901
5.656,0,0,0,7.79878,-2.05896,4.79899,9.47904,-38.07396,-16.48936,3.79986,-79.1442,-22.32708,-7.93721,-1.11691,-4.88301,-6.61136,-41.15212,7.30391,-1.37309,-82.68941,7.86122
5.664,0,0,0,7.80869,-2.06855,4.77871,9.30565,-38.14298,-16.42251,3.82606,-78.91998,-24.18829,-7.95147,-1.10714,-4.86198,-6.90711,-41.09426,7.50882,-1.65364,-82.6238,8.40044
5.672,0,0,0,7.81887,-2.08173,4.75628,9.1063,-38.2393,-16.31668,3.89809,-78.63834,-26.00633,-7.96681,-1.09372,-4.83987,-7.20195,-41.03148,7.70951,-1.93959,-82.55108,8.94522
